Training: 2023-12-28 00:21:17,101-rank_id: 0
Training: 2023-12-28 08:15:46,675-Speed 798.41 samples/sec   Loss 3.0289   LearningRate 0.000313   Epoch: 4   Global Step: 176760   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:15:48,281-Speed 797.93 samples/sec   Loss 3.4670   LearningRate 0.000313   Epoch: 4   Global Step: 176770   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:15:49,885-Speed 797.71 samples/sec   Loss 3.2703   LearningRate 0.000313   Epoch: 4   Global Step: 176780   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:15:51,489-Speed 797.95 samples/sec   Loss 3.4156   LearningRate 0.000313   Epoch: 4   Global Step: 176790   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:15:53,094-Speed 797.64 samples/sec   Loss 3.7558   LearningRate 0.000313   Epoch: 4   Global Step: 176800   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:15:54,700-Speed 797.59 samples/sec   Loss 3.3601   LearningRate 0.000313   Epoch: 4   Global Step: 176810   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:15:56,302-Speed 798.75 samples/sec   Loss 3.0315   LearningRate 0.000313   Epoch: 4   Global Step: 176820   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:15:57,908-Speed 797.72 samples/sec   Loss 3.1301   LearningRate 0.000313   Epoch: 4   Global Step: 176830   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:15:59,513-Speed 797.34 samples/sec   Loss 3.5436   LearningRate 0.000313   Epoch: 4   Global Step: 176840   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:16:01,119-Speed 797.08 samples/sec   Loss 3.5337   LearningRate 0.000313   Epoch: 4   Global Step: 176850   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:16:02,720-Speed 799.79 samples/sec   Loss 3.2859   LearningRate 0.000313   Epoch: 4   Global Step: 176860   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:16:04,325-Speed 797.53 samples/sec   Loss 3.3842   LearningRate 0.000313   Epoch: 4   Global Step: 176870   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:16:05,930-Speed 797.35 samples/sec   Loss 2.9169   LearningRate 0.000313   Epoch: 4   Global Step: 176880   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:16:07,595-Speed 768.54 samples/sec   Loss 3.3757   LearningRate 0.000313   Epoch: 4   Global Step: 176890   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:16:09,201-Speed 797.95 samples/sec   Loss 3.1513   LearningRate 0.000313   Epoch: 4   Global Step: 176900   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:16:10,805-Speed 797.61 samples/sec   Loss 3.1299   LearningRate 0.000313   Epoch: 4   Global Step: 176910   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:16:12,409-Speed 797.95 samples/sec   Loss 3.4111   LearningRate 0.000313   Epoch: 4   Global Step: 176920   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:16:14,014-Speed 798.37 samples/sec   Loss 3.3097   LearningRate 0.000313   Epoch: 4   Global Step: 176930   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:16:15,621-Speed 797.05 samples/sec   Loss 3.1654   LearningRate 0.000313   Epoch: 4   Global Step: 176940   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:16:17,225-Speed 798.05 samples/sec   Loss 3.3347   LearningRate 0.000313   Epoch: 4   Global Step: 176950   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:16:18,828-Speed 798.05 samples/sec   Loss 3.5041   LearningRate 0.000313   Epoch: 4   Global Step: 176960   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:16:20,434-Speed 797.51 samples/sec   Loss 3.0188   LearningRate 0.000313   Epoch: 4   Global Step: 176970   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:16:22,039-Speed 797.82 samples/sec   Loss 2.9489   LearningRate 0.000313   Epoch: 4   Global Step: 176980   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:16:23,643-Speed 798.54 samples/sec   Loss 2.9327   LearningRate 0.000313   Epoch: 4   Global Step: 176990   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:16:25,247-Speed 798.00 samples/sec   Loss 3.3299   LearningRate 0.000313   Epoch: 4   Global Step: 177000   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:16:26,851-Speed 798.58 samples/sec   Loss 3.2515   LearningRate 0.000313   Epoch: 4   Global Step: 177010   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:16:28,454-Speed 798.37 samples/sec   Loss 3.2832   LearningRate 0.000313   Epoch: 4   Global Step: 177020   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:16:30,051-Speed 801.41 samples/sec   Loss 3.2379   LearningRate 0.000313   Epoch: 4   Global Step: 177030   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:16:31,655-Speed 798.04 samples/sec   Loss 3.1772   LearningRate 0.000313   Epoch: 4   Global Step: 177040   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:16:33,258-Speed 798.31 samples/sec   Loss 3.3598   LearningRate 0.000313   Epoch: 4   Global Step: 177050   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:16:34,862-Speed 798.18 samples/sec   Loss 3.2563   LearningRate 0.000313   Epoch: 4   Global Step: 177060   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:16:36,467-Speed 797.47 samples/sec   Loss 3.4235   LearningRate 0.000313   Epoch: 4   Global Step: 177070   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:16:38,071-Speed 798.61 samples/sec   Loss 3.3038   LearningRate 0.000313   Epoch: 4   Global Step: 177080   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:16:39,670-Speed 800.41 samples/sec   Loss 3.5108   LearningRate 0.000313   Epoch: 4   Global Step: 177090   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-12-28 08:16:41,274-Speed 798.78 samples/sec   Loss 2.9010   LearningRate 0.000313   Epoch: 4   Global Step: 177100   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-12-28 08:16:42,876-Speed 798.76 samples/sec   Loss 3.1546   LearningRate 0.000313   Epoch: 4   Global Step: 177110   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-12-28 08:16:44,481-Speed 797.50 samples/sec   Loss 3.0638   LearningRate 0.000313   Epoch: 4   Global Step: 177120   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-12-28 08:16:46,137-Speed 772.82 samples/sec   Loss 3.1376   LearningRate 0.000313   Epoch: 4   Global Step: 177130   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-12-28 08:16:47,741-Speed 798.48 samples/sec   Loss 3.0887   LearningRate 0.000313   Epoch: 4   Global Step: 177140   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-12-28 08:16:49,345-Speed 798.60 samples/sec   Loss 3.2790   LearningRate 0.000313   Epoch: 4   Global Step: 177150   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-12-28 08:16:50,948-Speed 798.62 samples/sec   Loss 3.2982   LearningRate 0.000313   Epoch: 4   Global Step: 177160   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-12-28 08:16:52,551-Speed 798.54 samples/sec   Loss 3.2245   LearningRate 0.000313   Epoch: 4   Global Step: 177170   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-12-28 08:16:54,155-Speed 798.13 samples/sec   Loss 3.1780   LearningRate 0.000313   Epoch: 4   Global Step: 177180   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-12-28 08:16:55,759-Speed 798.01 samples/sec   Loss 3.4767   LearningRate 0.000313   Epoch: 4   Global Step: 177190   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:16:57,363-Speed 797.93 samples/sec   Loss 3.1814   LearningRate 0.000313   Epoch: 4   Global Step: 177200   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:16:58,967-Speed 798.09 samples/sec   Loss 3.3909   LearningRate 0.000313   Epoch: 4   Global Step: 177210   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:17:00,573-Speed 797.36 samples/sec   Loss 3.2912   LearningRate 0.000313   Epoch: 4   Global Step: 177220   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:17:02,177-Speed 798.00 samples/sec   Loss 3.3835   LearningRate 0.000313   Epoch: 4   Global Step: 177230   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:17:03,782-Speed 797.49 samples/sec   Loss 3.3549   LearningRate 0.000313   Epoch: 4   Global Step: 177240   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:17:05,386-Speed 798.60 samples/sec   Loss 3.4714   LearningRate 0.000313   Epoch: 4   Global Step: 177250   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:17:06,989-Speed 798.92 samples/sec   Loss 3.4438   LearningRate 0.000313   Epoch: 4   Global Step: 177260   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:17:08,592-Speed 798.75 samples/sec   Loss 3.0887   LearningRate 0.000313   Epoch: 4   Global Step: 177270   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:17:10,198-Speed 797.16 samples/sec   Loss 3.5920   LearningRate 0.000313   Epoch: 4   Global Step: 177280   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:17:11,803-Speed 797.72 samples/sec   Loss 3.4474   LearningRate 0.000313   Epoch: 4   Global Step: 177290   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:17:13,407-Speed 798.58 samples/sec   Loss 3.3511   LearningRate 0.000313   Epoch: 4   Global Step: 177300   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:17:15,013-Speed 797.21 samples/sec   Loss 3.1106   LearningRate 0.000313   Epoch: 4   Global Step: 177310   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:17:16,619-Speed 797.78 samples/sec   Loss 2.9558   LearningRate 0.000313   Epoch: 4   Global Step: 177320   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:17:18,222-Speed 798.08 samples/sec   Loss 3.4254   LearningRate 0.000313   Epoch: 4   Global Step: 177330   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:17:19,823-Speed 799.98 samples/sec   Loss 3.1965   LearningRate 0.000313   Epoch: 4   Global Step: 177340   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:17:21,430-Speed 796.83 samples/sec   Loss 2.9401   LearningRate 0.000313   Epoch: 4   Global Step: 177350   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:17:23,034-Speed 797.99 samples/sec   Loss 3.3772   LearningRate 0.000313   Epoch: 4   Global Step: 177360   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:17:24,637-Speed 798.21 samples/sec   Loss 3.2894   LearningRate 0.000313   Epoch: 4   Global Step: 177370   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:17:26,240-Speed 799.17 samples/sec   Loss 2.9834   LearningRate 0.000313   Epoch: 4   Global Step: 177380   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:17:27,845-Speed 797.42 samples/sec   Loss 3.1396   LearningRate 0.000313   Epoch: 4   Global Step: 177390   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:17:29,449-Speed 798.66 samples/sec   Loss 3.1830   LearningRate 0.000313   Epoch: 4   Global Step: 177400   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:17:31,053-Speed 798.20 samples/sec   Loss 3.2837   LearningRate 0.000313   Epoch: 4   Global Step: 177410   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:17:32,659-Speed 797.88 samples/sec   Loss 3.1829   LearningRate 0.000313   Epoch: 4   Global Step: 177420   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:17:34,263-Speed 798.13 samples/sec   Loss 3.6080   LearningRate 0.000313   Epoch: 4   Global Step: 177430   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:17:35,866-Speed 798.68 samples/sec   Loss 2.9649   LearningRate 0.000313   Epoch: 4   Global Step: 177440   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:17:37,469-Speed 798.53 samples/sec   Loss 3.3101   LearningRate 0.000313   Epoch: 4   Global Step: 177450   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:17:39,074-Speed 797.89 samples/sec   Loss 3.0951   LearningRate 0.000313   Epoch: 4   Global Step: 177460   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:17:40,678-Speed 798.26 samples/sec   Loss 3.1277   LearningRate 0.000313   Epoch: 4   Global Step: 177470   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:17:42,280-Speed 798.72 samples/sec   Loss 3.6939   LearningRate 0.000313   Epoch: 4   Global Step: 177480   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:17:43,885-Speed 798.04 samples/sec   Loss 3.2588   LearningRate 0.000313   Epoch: 4   Global Step: 177490   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:17:45,490-Speed 797.90 samples/sec   Loss 3.3054   LearningRate 0.000313   Epoch: 4   Global Step: 177500   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:17:47,095-Speed 797.76 samples/sec   Loss 3.2147   LearningRate 0.000313   Epoch: 4   Global Step: 177510   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:17:48,700-Speed 797.42 samples/sec   Loss 3.0169   LearningRate 0.000313   Epoch: 4   Global Step: 177520   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:17:50,306-Speed 797.08 samples/sec   Loss 3.2665   LearningRate 0.000313   Epoch: 4   Global Step: 177530   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:17:51,904-Speed 801.21 samples/sec   Loss 3.3851   LearningRate 0.000313   Epoch: 4   Global Step: 177540   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:17:53,508-Speed 797.95 samples/sec   Loss 3.5406   LearningRate 0.000313   Epoch: 4   Global Step: 177550   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:17:55,113-Speed 797.56 samples/sec   Loss 3.1197   LearningRate 0.000313   Epoch: 4   Global Step: 177560   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:17:56,718-Speed 797.27 samples/sec   Loss 3.8071   LearningRate 0.000313   Epoch: 4   Global Step: 177570   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:17:58,322-Speed 798.11 samples/sec   Loss 3.1791   LearningRate 0.000313   Epoch: 4   Global Step: 177580   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:17:59,982-Speed 771.13 samples/sec   Loss 3.3847   LearningRate 0.000313   Epoch: 4   Global Step: 177590   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:18:01,587-Speed 797.95 samples/sec   Loss 3.3198   LearningRate 0.000313   Epoch: 4   Global Step: 177600   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:18:03,191-Speed 797.84 samples/sec   Loss 3.1821   LearningRate 0.000313   Epoch: 4   Global Step: 177610   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:18:04,796-Speed 797.96 samples/sec   Loss 3.1878   LearningRate 0.000313   Epoch: 4   Global Step: 177620   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:18:06,402-Speed 797.71 samples/sec   Loss 3.2186   LearningRate 0.000313   Epoch: 4   Global Step: 177630   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:18:08,006-Speed 797.94 samples/sec   Loss 3.2668   LearningRate 0.000313   Epoch: 4   Global Step: 177640   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:18:09,611-Speed 797.35 samples/sec   Loss 3.1914   LearningRate 0.000313   Epoch: 4   Global Step: 177650   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:18:11,215-Speed 798.04 samples/sec   Loss 3.1889   LearningRate 0.000313   Epoch: 4   Global Step: 177660   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:18:12,813-Speed 801.10 samples/sec   Loss 3.1801   LearningRate 0.000313   Epoch: 4   Global Step: 177670   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:18:14,419-Speed 797.86 samples/sec   Loss 2.8060   LearningRate 0.000313   Epoch: 4   Global Step: 177680   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:18:16,025-Speed 796.83 samples/sec   Loss 3.0866   LearningRate 0.000313   Epoch: 4   Global Step: 177690   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:18:17,631-Speed 797.03 samples/sec   Loss 3.5078   LearningRate 0.000313   Epoch: 4   Global Step: 177700   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:18:19,236-Speed 797.57 samples/sec   Loss 3.0103   LearningRate 0.000313   Epoch: 4   Global Step: 177710   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:18:20,841-Speed 797.14 samples/sec   Loss 3.3042   LearningRate 0.000313   Epoch: 4   Global Step: 177720   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:18:22,446-Speed 798.20 samples/sec   Loss 3.4200   LearningRate 0.000313   Epoch: 4   Global Step: 177730   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:18:24,049-Speed 798.34 samples/sec   Loss 3.0937   LearningRate 0.000313   Epoch: 4   Global Step: 177740   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:18:25,655-Speed 797.82 samples/sec   Loss 3.1137   LearningRate 0.000313   Epoch: 4   Global Step: 177750   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:18:27,259-Speed 798.06 samples/sec   Loss 3.0720   LearningRate 0.000313   Epoch: 4   Global Step: 177760   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:18:28,863-Speed 797.93 samples/sec   Loss 2.9470   LearningRate 0.000313   Epoch: 4   Global Step: 177770   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:18:30,468-Speed 798.58 samples/sec   Loss 3.5079   LearningRate 0.000313   Epoch: 4   Global Step: 177780   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:18:32,071-Speed 798.30 samples/sec   Loss 3.4091   LearningRate 0.000313   Epoch: 4   Global Step: 177790   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:18:33,676-Speed 798.23 samples/sec   Loss 3.5340   LearningRate 0.000313   Epoch: 4   Global Step: 177800   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:18:35,280-Speed 798.48 samples/sec   Loss 3.3057   LearningRate 0.000313   Epoch: 4   Global Step: 177810   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:18:36,886-Speed 797.35 samples/sec   Loss 3.4278   LearningRate 0.000313   Epoch: 4   Global Step: 177820   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:18:38,545-Speed 771.69 samples/sec   Loss 2.8497   LearningRate 0.000313   Epoch: 4   Global Step: 177830   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:18:40,150-Speed 797.89 samples/sec   Loss 3.2901   LearningRate 0.000313   Epoch: 4   Global Step: 177840   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:18:41,754-Speed 798.02 samples/sec   Loss 3.1100   LearningRate 0.000313   Epoch: 4   Global Step: 177850   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:18:43,358-Speed 798.68 samples/sec   Loss 2.9769   LearningRate 0.000313   Epoch: 4   Global Step: 177860   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:18:44,963-Speed 797.39 samples/sec   Loss 3.0546   LearningRate 0.000313   Epoch: 4   Global Step: 177870   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:18:46,568-Speed 797.58 samples/sec   Loss 3.1589   LearningRate 0.000313   Epoch: 4   Global Step: 177880   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:18:48,173-Speed 797.90 samples/sec   Loss 3.3079   LearningRate 0.000313   Epoch: 4   Global Step: 177890   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:18:49,776-Speed 798.27 samples/sec   Loss 3.2039   LearningRate 0.000313   Epoch: 4   Global Step: 177900   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:18:51,380-Speed 797.96 samples/sec   Loss 3.2447   LearningRate 0.000313   Epoch: 4   Global Step: 177910   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:18:52,986-Speed 797.29 samples/sec   Loss 3.4396   LearningRate 0.000313   Epoch: 4   Global Step: 177920   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:18:54,583-Speed 801.62 samples/sec   Loss 3.4417   LearningRate 0.000313   Epoch: 4   Global Step: 177930   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:18:56,186-Speed 798.08 samples/sec   Loss 3.0495   LearningRate 0.000313   Epoch: 4   Global Step: 177940   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:18:57,790-Speed 798.49 samples/sec   Loss 3.2961   LearningRate 0.000313   Epoch: 4   Global Step: 177950   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:18:59,396-Speed 797.08 samples/sec   Loss 3.1002   LearningRate 0.000313   Epoch: 4   Global Step: 177960   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:19:01,002-Speed 797.30 samples/sec   Loss 3.0762   LearningRate 0.000313   Epoch: 4   Global Step: 177970   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:19:02,606-Speed 797.96 samples/sec   Loss 3.4208   LearningRate 0.000313   Epoch: 4   Global Step: 177980   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:19:04,210-Speed 797.77 samples/sec   Loss 3.5170   LearningRate 0.000313   Epoch: 4   Global Step: 177990   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:19:05,815-Speed 797.55 samples/sec   Loss 3.2213   LearningRate 0.000313   Epoch: 4   Global Step: 178000   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:19:07,419-Speed 798.33 samples/sec   Loss 3.3102   LearningRate 0.000313   Epoch: 4   Global Step: 178010   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:19:09,024-Speed 797.77 samples/sec   Loss 3.4375   LearningRate 0.000313   Epoch: 4   Global Step: 178020   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:19:10,629-Speed 797.74 samples/sec   Loss 3.1937   LearningRate 0.000313   Epoch: 4   Global Step: 178030   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:19:12,234-Speed 797.65 samples/sec   Loss 3.3305   LearningRate 0.000313   Epoch: 4   Global Step: 178040   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:19:13,839-Speed 797.99 samples/sec   Loss 3.7589   LearningRate 0.000313   Epoch: 4   Global Step: 178050   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:19:15,441-Speed 798.95 samples/sec   Loss 3.2177   LearningRate 0.000313   Epoch: 4   Global Step: 178060   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:19:17,039-Speed 801.64 samples/sec   Loss 3.1284   LearningRate 0.000313   Epoch: 4   Global Step: 178070   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:19:18,643-Speed 797.87 samples/sec   Loss 3.2739   LearningRate 0.000313   Epoch: 4   Global Step: 178080   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:19:20,248-Speed 797.54 samples/sec   Loss 3.2707   LearningRate 0.000313   Epoch: 4   Global Step: 178090   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:19:21,856-Speed 796.95 samples/sec   Loss 3.2172   LearningRate 0.000313   Epoch: 4   Global Step: 178100   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:19:23,460-Speed 797.61 samples/sec   Loss 3.1330   LearningRate 0.000313   Epoch: 4   Global Step: 178110   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:19:25,065-Speed 797.73 samples/sec   Loss 3.1841   LearningRate 0.000313   Epoch: 4   Global Step: 178120   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:19:26,670-Speed 797.44 samples/sec   Loss 3.1106   LearningRate 0.000313   Epoch: 4   Global Step: 178130   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:19:28,275-Speed 797.43 samples/sec   Loss 3.0340   LearningRate 0.000313   Epoch: 4   Global Step: 178140   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:19:29,881-Speed 796.90 samples/sec   Loss 3.2237   LearningRate 0.000313   Epoch: 4   Global Step: 178150   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:19:31,485-Speed 798.50 samples/sec   Loss 2.8663   LearningRate 0.000313   Epoch: 4   Global Step: 178160   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:19:33,091-Speed 797.32 samples/sec   Loss 3.0187   LearningRate 0.000313   Epoch: 4   Global Step: 178170   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:19:34,694-Speed 798.19 samples/sec   Loss 2.9020   LearningRate 0.000313   Epoch: 4   Global Step: 178180   Fp16 Grad Scale: 131072   Required: 1 hours
Training: 2023-12-28 08:19:36,293-Speed 801.11 samples/sec   Loss 3.0204   LearningRate 0.000313   Epoch: 4   Global Step: 178190   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:19:37,897-Speed 798.17 samples/sec   Loss 3.4408   LearningRate 0.000313   Epoch: 4   Global Step: 178200   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:19:39,501-Speed 798.35 samples/sec   Loss 3.4262   LearningRate 0.000313   Epoch: 4   Global Step: 178210   Fp16 Grad Scale: 65536   Required: 1 hours
Training: 2023-12-28 08:19:41,104-Speed 798.88 samples/sec   Loss 2.9704   LearningRate 0.000313   Epoch: 4   Global Step: 178220   Fp16 Grad Scale: 65536   Required: 1 hours
